family,groups,dimension,steps,display_method,batch,particles,u_max,cells,finite,w1_mean_mean,w1_mean_std,w1_mean_median,true_w1_mean_mean,true_w1_mean_std,true_w1_mean_median,ks_mean_mean,ks_mean_std,ks_mean_median,seconds_mean,seconds_std,seconds_median,parameter_prediction_seconds_mean,parameter_prediction_seconds_std,parameter_prediction_seconds_median,composed_true_to_learned_kl_mean_mean,composed_true_to_learned_kl_mean_std,composed_true_to_learned_kl_mean_median,composed_true_to_learned_w1_mean_mean,composed_true_to_learned_w1_mean_std,composed_true_to_learned_w1_mean_median
learned_mixture,16,8,512,Full,4,32768,20.0,25,25,0.03918979733915853,0.010333868578833392,0.0396156285167671,0.04079466099744176,0.01106832675178671,0.0393948480504012,0.07516953458621489,0.019803107529463158,0.0756115693391011,1.9409768344461917,0.0022061136039446447,1.9406928345561028,0.11050563037395474,0.526608875528137,0.0050977021455764,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,16,8,512,Tail-WOR,4,32768,20.0,25,25,0.057769502945489826,0.025774210451025018,0.055103281150296,0.05980886865420362,0.025828872614260975,0.0567682187318124,0.10567378040852601,0.043750540978326743,0.09970867122842,1.3577219897508621,0.00644635756925104,1.3587856814265251,0.11607985883951183,0.55557399717775,0.004900686442852,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,16,8,512,Tail-WR,4,32768,20.0,25,25,0.09687314968459095,0.041982479385308163,0.1007546561108061,0.09784737337213785,0.04160675834666225,0.1018405855572243,0.17354333692176868,0.07522275314999324,0.1693279062799418,1.2554435619711877,0.010581329877588062,1.2548033110797403,0.10489424139261244,0.49166890982879163,0.0048655532300472,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,16,8,512,U-WOR,4,32768,20.0,25,0,0.07401567605525271,0.025315497055412667,0.0659786717501876,0.07550956943404089,0.025708724455955786,0.0674483792927748,0.1427231373559461,0.05246487378085399,0.1265339293313477,1.2296247337758541,0.006703966722596201,1.2302064783871174,0.11246424242854115,0.5075670007693127,0.004884734749794,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,16,8,512,U-WR,4,32768,20.0,25,0,0.09067517955470734,0.02380587579821323,0.0867063565903121,0.09154080509278784,0.02530809167212059,0.0855338058069275,0.18496381501111864,0.045007583518254984,0.1854457016359567,1.1407651753723622,0.005547218557342962,1.1393313482403755,0.116126540005207,0.5086185548675862,0.0050422586500644,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,16,8,2048,Full,4,32768,20.0,25,25,0.04018074036479598,0.013968436746551096,0.0405537432150531,0.04238698947395494,0.01565629809484013,0.0397140025943695,0.07603663780473144,0.025057658737427914,0.0752822253198869,7.700192344486713,0.01442907822216797,7.706266306340694,0.11860904604196545,0.5681001697093094,0.004879854619503,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,16,8,2048,Tail-WOR,4,32768,20.0,25,25,0.04744432991593318,0.023059855568116995,0.0408357645962548,0.04859850968204191,0.02419798277321243,0.0464235632478282,0.08938013226703177,0.04213131772369287,0.0779780693954126,5.382644279003143,0.007522583318546456,5.383316978812218,0.12407412290573115,0.5954015078063684,0.0048900991678237,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,16,8,2048,Tail-WR,4,32768,20.0,25,25,0.050417541949846184,0.020799448732496714,0.0461200421792404,0.05166543895021117,0.021298267167580903,0.0456142416766689,0.0951955355209402,0.037679892187147915,0.0902147122952982,4.9386330056190495,0.0071792149851054535,4.940789509564638,0.10165497362613675,0.48238073495748446,0.0050896666944026,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,16,8,2048,U-WOR,4,32768,20.0,25,0,0.039962997213452686,0.012966733939281013,0.0388041796634239,0.04190858575831683,0.01476402347748415,0.0385582400915243,0.0761210978019735,0.024342524577296326,0.0733891128058572,4.74205209210515,0.008074666822152013,4.742245029658079,0.10095990344882005,0.47978015824635556,0.0049428418278694,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,16,8,2048,U-WR,4,32768,20.0,25,0,0.057160632429732836,0.025261243223577735,0.0479924691172698,0.05794620921076492,0.0251282509122528,0.0500565364101204,0.10589420321915975,0.042530276601032715,0.0900659821304513,4.348144534230232,0.0042142740281707215,4.347610503435135,0.10072331666946407,0.478327267020844,0.0049619078636169,0.001143212428503512,0.0007576569859956741,0.0009100489984565,0.008010084401001228,0.00239233846361401,0.0084061894045045
learned_mixture,64,1,512,Full,4,32768,20.0,25,25,0.010246687913597272,0.0057195401677009984,0.008264159261764,0.01211916641331883,0.006996819830177266,0.0113820577947185,0.03904237085125977,0.01837527275909017,0.0317569245229899,1.1615986269712448,0.005132317322737183,1.160657063126564,0.12936066001653668,0.6218800856347165,0.0049436315894126,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,1,512,Tail-WOR,4,32768,20.0,25,25,0.11298191734273445,0.10959318986803696,0.0705264604840056,0.113833187287625,0.10957403013091428,0.0716719492345468,0.37463726799170566,0.3316579620379851,0.2805912126526156,0.9843845445662737,0.00789156541331504,0.9798439452424644,0.08893167080357665,0.42105548083271827,0.0046750120818614,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,1,512,Tail-WR,4,32768,20.0,25,25,0.13356921665456578,0.12994927330549508,0.0761473886467516,0.13428972918891702,0.13014354419106758,0.0747844357610493,0.4149380231912019,0.3674071301949744,0.3015797274502321,0.9889954405091703,0.007414712002989053,0.9856330598704516,0.0894915439561009,0.42316367147776834,0.0047962912358343,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,1,512,U-WOR,4,32768,20.0,25,0,0.050274899335900146,0.02890620260250453,0.0400460207428206,0.05084815727198741,0.028548256273693045,0.0377366165196534,0.21593251178725675,0.11128343294898506,0.1930547841522338,0.7990433888044208,0.013411440435140282,0.7975090411491692,0.10640344402752812,0.5058433589142362,0.0049854780081659,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,1,512,U-WR,4,32768,20.0,25,0,0.07758626013869901,0.06729728939297203,0.0492280393540306,0.07787939991413205,0.06713312869430701,0.0549300452579034,0.32682359504384345,0.23058901999830014,0.2461413832654447,0.7861344325263053,0.0026881387968765947,0.7858722540549934,0.09895767319947474,0.47023247100025983,0.0048644931521266,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,1,2048,Full,4,32768,20.0,25,25,0.01245972256396892,0.008045334580532117,0.01040789375739,0.013453614596780551,0.009195452004258904,0.0117747636660751,0.048844587246886,0.030619349504499984,0.0379702988074965,4.514331349693239,0.008445185245203744,4.511259092018008,0.08967450318858022,0.42264939148992225,0.0050969989970326,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,1,2048,Tail-WOR,4,32768,20.0,25,25,0.0487235045687061,0.04021887121639667,0.0273447424004013,0.04969900053321486,0.040881430321357805,0.0343762697739328,0.18745258254128302,0.14848169790097004,0.1120724937500945,3.9379444363713265,0.02676916585781912,3.919906973838806,0.10984516382217403,0.5133910177488236,0.0047877803444862,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,1,2048,Tail-WR,4,32768,20.0,25,25,0.06097814853639275,0.05855907297554218,0.0283702741872652,0.06155946851584617,0.05902117028385257,0.0273622547542628,0.22823310472130018,0.20322482910142195,0.1123587162185109,3.9218612825870514,0.04380627137228377,3.8970111310482025,0.11907645225524899,0.5659733871192013,0.0049073100090026,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,1,2048,U-WOR,4,32768,20.0,25,0,0.02687767779981473,0.019668928092505696,0.0211765987322083,0.029100867057237155,0.019259520251822503,0.0239700002680443,0.10790544116512903,0.0730327908389373,0.0920031814562454,2.908152787685394,0.0197978902437483,2.908457636833191,0.1175871032476425,0.548487401170021,0.0049343109130859,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,1,2048,U-WR,4,32768,20.0,25,0,0.03350807032654129,0.025866002537234697,0.0234250885700408,0.03439784164664855,0.027825599494316334,0.0225400363911637,0.13684305879398653,0.09601717791737711,0.1041608082138658,3.067429019771516,0.013676715649604489,3.0711646039271727,0.09637013256084169,0.4573561770115822,0.0048835360212251,0.001634839211110671,0.0013366075604685603,0.0016242032107009,0.005362373826903172,0.002902742382878628,0.0060648368498397
learned_mixture,64,8,512,Full,4,32768,20.0,25,25,0.015499023930194668,0.0036572754156801693,0.0141138037411092,0.017315521771698875,0.005089771748717377,0.0163469791934794,0.06163376602840419,0.013917330233572063,0.0571842389182753,6.556229800581932,0.008074056740649841,6.558811940252781,0.10894840270280834,0.5189585816349639,0.0050023421645164,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
learned_mixture,64,8,512,Tail-WOR,4,32768,20.0,25,25,0.15687099970382776,0.02245120192844434,0.1565165872882369,0.15727847834192482,0.022631016724195593,0.1532497114788169,0.5362602951130083,0.05974037171076382,0.5378684271244989,1.4815717865526676,0.004758100382639053,1.4819580167531967,0.08809105873107907,0.4153697803598528,0.0049046389758586,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
learned_mixture,64,8,512,Tail-WR,4,32768,20.0,25,25,0.22455808267528254,0.02192741835926336,0.2196711545234662,0.22481729123253033,0.020560840909458394,0.2224753540326101,0.6923028359996902,0.06874293971083134,0.7118898427670094,1.32733309738338,0.010422829957419328,1.3265407122671604,0.08915105797350403,0.42022338998968606,0.0049897357821464,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
learned_mixture,64,8,512,U-WOR,4,32768,20.0,25,0,0.08070411945570825,0.018034874359889083,0.075709373082832,0.08084841837888529,0.018159294047840953,0.0735895783424297,0.36916703466920675,0.08188344814130237,0.3657844968435584,1.3256373018026353,0.015153538554354397,1.3263472467660904,0.09155840814113611,0.43154804535752284,0.0051213577389717,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
learned_mixture,64,8,512,U-WR,4,32768,20.0,25,0,0.13652106342351703,0.04881672741741429,0.1223849815241555,0.13681774730054774,0.04876648997666434,0.1211734493774504,0.6082302762972789,0.13276774872918023,0.6326898997265336,1.1916860833764076,0.0036177584920339114,1.1919561251997948,0.10499659389257428,0.49824198495611716,0.0053116381168365,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
learned_mixture,64,8,2048,Full,4,32768,20.0,25,25,0.018935159777820874,0.007334203763488277,0.0174292850558201,0.020055575212562328,0.007284489522964079,0.019133833617353,0.07573622834170181,0.027926347777460205,0.0713629990017325,26.087625667750835,0.016865718742625276,26.08457326889038,0.08931350439786907,0.4193253137744343,0.005499679595232,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
learned_mixture,64,8,2048,Tail-WOR,4,32768,20.0,25,25,0.090695116363691,0.013635784248305971,0.0945053458424492,0.09118300235594531,0.012854565813784842,0.0955381806736457,0.32761342922274844,0.04435551970455238,0.3349696416324378,5.73273178756237,0.007845813714502282,5.7325151190161705,0.08870715230703348,0.41654227681098704,0.0050838664174079,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
learned_mixture,64,8,2048,Tail-WR,4,32768,20.0,25,25,0.12763748234831201,0.014695689143587156,0.1273127017154298,0.12788413865452006,0.015086669490178962,0.1269586843687155,0.4617463734870158,0.05708062977013676,0.4800882822242673,5.126506983935833,0.009976497116516112,5.127421483397484,0.08751567721366876,0.41140744170367477,0.0051608458161354,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
learned_mixture,64,8,2048,U-WOR,4,32768,20.0,25,0,0.04478058198881747,0.01296000461152805,0.0437754598273515,0.04623627623230428,0.013046714419711006,0.0465280874202209,0.19020096365796355,0.05669482591163955,0.1818677431191944,5.13940963178873,0.010873945004899044,5.13872829452157,0.08916951850056645,0.4194395705809046,0.0051399357616901,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
learned_mixture,64,8,2048,U-WR,4,32768,20.0,25,0,0.10057479964909945,0.03369209723795348,0.0847085208574396,0.10117699159883106,0.03348477927016127,0.0850922166584299,0.4374651283638471,0.12967449275756562,0.392143053851237,4.5635121136903765,0.0070799564297094365,4.5632967203855515,0.08486648440361017,0.3990405106409082,0.0049247294664382,0.00303544004855108,0.0016250978177141922,0.0028252357371008,0.007130442466023208,0.002178479349983825,0.0072366588622508
